Timestamp,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Normal/Attack
22/12/2015 04:30:10 PM,"97,682912","106,586970","91,962201","99,531819","100,113154","107,991609","99,706398","101,456895","98,559686","101,708770","104,609682","101,033388","96,942421","105,392131","97,389829","98,349736","107,576984","97,891116","104,505718","92,472143","104,014750","101,122953","95,995795","99,574120","98,796339","97,174343","105,024156","98,684718","93,676570","95,540705","98,653524","92,597714","93,711852","98,992541","101,087383","104,307079","94,372091","97,984661","99,017242","98,146276","94,783544","97,456523","99,496984","105,238348","101,066746","105,480790","92,125000","96,868057","104,074895","91,834806","98,789851",Normal
22/12/2015 04:30:11 PM,"97,671351","100,987998","96,186376","106,628983","92,972185","103,667739","102,232683","100,160925","102,155115","93,508370","104,257050","99,353513","103,937717","95,011211","109,596407","107,774814","103,821463","99,326780","108,119307","98,689180","102,240491","99,137378","107,822906","95,683936","101,649850","106,435905","101,223046","97,561110","94,981446","103,631051","91,386283","87,364172","95,797101","107,979674","99,604889","99,945400","97,321843","100,946419","97,375752","106,507667","110,119398","94,891910","103,090851","97,089004","96,248493","93,511219","102,621428","96,740303","106,613814","105,321366","100,162753",Normal
22/12/2015 04:30:12 PM,"101,209811","110,376304","96,154288","93,564182","95,075034","100,043918","100,998052","104,364085","99,432187","87,395765","93,421013","99,331861","96,767358","93,740389","93,783189","104,624131","93,793504","99,916679","108,268176","98,324811","97,068862","95,291911","95,377224","103,672646","101,260961","103,630194","106,431504","104,205655","99,281066","101,876440","94,236329","105,789900","88,597920","92,894583","103,948526","101,486083","100,494607","105,015030","100,400130","96,265885","101,160173","95,452430","105,602900","92,071879","106,203122","100,894274","102,935741","99,038087","95,308173","108,532679","105,185756",Normal
22/12/2015 04:30:13 PM,"90,433599","96,554061","95,300484","93,014409","100,993400","98,811583","105,470898","103,660405","99,720739","100,744044","97,670245","96,116530","104,233856","109,631727","94,732655","105,737603","97,137625","98,245236","97,326246","94,334624","94,768250","102,529672","104,671644","108,275211","95,707542","94,615384","100,284360","99,247568","89,144530","98,435767","97,985301","95,818490","108,250511","109,429456","97,770701","96,490254","100,241281","97,394197","95,849208","97,373562","100,017756","93,246971","93,029262","97,796522","93,951713","101,742036","97,363806","99,812603","106,433325","106,419434","105,631135",Normal
22/12/2015 04:30:14 PM,"91,375411","108,679819","104,147374","97,082003","99,604663","100,383045","102,395016","98,454669","98,113067","98,930368","104,114943","104,708095","100,094995","96,710209","98,293844","104,099868","106,281107","101,179325","99,057566","92,569189","102,614858","105,155091","97,609067","95,761640","101,575455","102,187491","100,008737","96,505535","100,095226","98,198492","84,533872","104,323112","92,685426","100,498599","102,790324","98,276924","106,201401","108,615467","97,615711","99,242756","97,868083","96,484681","108,032019","100,940279","95,211471","114,182060","105,152045","98,393780","100,470373","102,192224","95,789344",Normal
22/12/2015 04:30:15 PM,"97,188562","100,989554","99,030869","105,191894","97,104379","97,441182","95,693452","102,024117","106,724270","95,115271","100,207709","100,382590","97,393726","93,445440","99,681250","104,731218","100,709390","105,757576","97,943600","102,463597","99,642430","104,372938","99,984121","93,014725","106,188553","98,047088","103,176142","98,077151","105,928718","95,425467","103,203222","100,230812","98,179994","99,099368","97,538646","103,210211","106,475567","93,505888","98,554670","104,236502","94,846487","107,967825","101,464727","102,962040","100,840114","98,410706","97,258299","102,698339","103,450939","107,697298","101,812956",Normal
22/12/2015 04:30:16 PM,"94,935844","96,742910","98,677426","92,403270","97,595831","89,476252","110,892811","99,824518","96,335370","91,496864","94,631536","99,127780","103,092036","91,289730","104,615436","96,559589","94,255799","94,287591","96,642447","101,622522","93,303648","98,705996","101,472963","100,100016","98,329334","96,588077","107,881788","103,846023","92,806815","103,625484","93,136605","94,180053","91,041307","104,766892","94,351938","99,342509","100,028328","100,820718","100,910481","99,824610","99,027912","103,454537","94,364856","97,396268","87,460502","96,443660","96,944220","99,488397","103,371905","101,787256","99,960786",Normal
22/12/2015 04:30:17 PM,"101,571237","97,580571","89,980688","85,839222","103,480840","110,210890","100,971667","95,730335","96,298839","96,326284","102,291590","96,262854","96,362730","105,375517","102,253852","99,006989","95,905238","102,442601","90,792526","94,163015","92,415708","101,806261","89,495094","99,856722","100,762846","92,571303","107,560243","91,947234","100,635535","98,199461","103,434191","103,036412","95,821661","89,663670","97,284904","94,475130","98,861517","98,804185","104,244236","100,188412","104,872114","106,386732","97,981511","89,822558","107,714797","101,754668","93,998224","96,964124","102,295275","93,401916","99,672321",Normal
22/12/2015 04:30:18 PM,"95,459880","98,398263","103,177090","97,744206","97,411537","100,776625","99,263299","106,452304","110,604968","99,027543","96,425964","93,340434","103,190920","98,293477","97,918424","95,050423","103,517468","100,860793","99,926261","96,270607","95,206481","108,358297","92,686413","105,854664","101,033545","104,859593","102,964238","98,222955","97,091146","96,150770","102,994580","97,949149","108,759109","106,901598","91,908664","100,557870","102,583732","106,735454","104,268315","98,042044","99,921610","95,249246","90,613071","93,617958","100,073461","95,376187","99,957783","98,019859","94,558879","97,390527","106,651540",Normal
22/12/2015 04:30:19 PM,"92,938481","102,120830","93,803708","102,758704","99,559544","101,990736","104,819627","100,275996","104,889238","103,329389","108,972624","106,539821","101,063631","98,731451","99,333421","98,947560","104,972051","100,768819","93,572172","105,806111","109,104836","105,354411","100,431665","93,854025","98,576677","93,180684","102,583059","105,352913","108,199730","93,572224","97,281535","94,613298","101,487384","109,288629","108,941078","101,928375","105,316007","92,631764","101,187420","101,340460","103,051420","90,261346","91,891208","101,799605","107,697416","102,047884","95,206711","106,088116","104,775403","98,721879","98,812309",Normal
22/12/2015 04:30:20 PM,"107,328244","102,614177","100,299663","106,001309","110,849683","99,710461","101,247255","110,243541","88,074432","100,943155","107,724207","102,773194","97,018377","99,203991","98,404685","103,420525","100,089277","104,359223","99,829141","95,611517","111,066390","96,079186","96,378462","97,310224","103,384506","99,740184","103,480212","99,158916","97,151041","101,960772","105,002742","94,743518","96,381845","105,439864","100,712499","106,864443","102,762184","102,128174","102,151265","99,646348","108,828536","101,581910","108,607125","109,953373","109,020168","99,732558","96,041769","101,585829","101,758393","99,680248","97,122114",Normal
22/12/2015 04:30:21 PM,"98,871118","97,131500","101,386885","97,684193","92,881587","96,324416","101,996141","91,872539","97,173706","108,040336","103,020487","91,880411","102,643174","105,064714","95,426731","100,672916","112,376569","100,246487","110,578854","100,853995","101,024946","87,269975","104,982906","89,261484","96,599672","95,268444","104,928105","101,364084","107,594965","97,457085","103,715987","91,335806","99,829133","89,488573","96,022966","105,762766","97,842271","98,778842","101,559335","96,078488","97,097609","109,267989","96,503495","99,890268","99,225843","96,230912","99,673129","91,618616","92,634573","99,528851","95,925043",Normal
22/12/2015 04:30:22 PM,"100,337641","99,878227","106,803293","97,942867","90,740786","99,070378","112,460920","97,216106","90,940053","94,821980","106,805034","103,815712","102,732949","99,102351","95,560185","106,557404","104,120762","102,401146","97,453275","99,051109","100,744714","101,483863","91,969396","106,874918","106,663228","103,879220","106,493660","105,433845","97,012725","89,936623","98,455193","102,015124","97,197205","103,820839","98,111779","99,676822","96,938731","107,645705","98,426789","100,636457","101,514375","97,573321","102,684462","106,564386","106,743755","102,471920","99,882463","107,553122","97,581597","98,308748","99,127265",Normal
22/12/2015 04:30:23 PM,"92,876259","110,711352","93,455898","105,769504","103,917948","92,003026","98,624393","100,163194","95,246547","104,405294","100,323957","104,612406","105,787598","111,720269","105,139419","94,292921","98,782595","103,579323","100,973870","102,531817","98,318398","103,992841","102,826275","101,252723","103,131028","98,328241","98,817080","104,461648","103,855879","93,983656","97,891202","95,322996","99,537897","108,229993","87,747680","97,263324","94,446981","95,857207","104,502915","100,754044","105,021968","100,509082","99,444044","94,715224","94,699443","100,541607","106,279668","102,167543","93,934592","101,094218","96,323769",Normal
22/12/2015 04:30:24 PM,"97,278086","108,637716","84,902439","90,651292","96,606785","111,385432","98,411196","105,686905","84,307427","100,236494","103,827187","100,621881","104,830735","100,668803","90,859175","102,501192","95,921470","97,478174","104,533242","95,719462","95,327573","94,553878","93,118894","97,682835","95,316157","99,327687","106,590306","97,799706","101,259728","98,832015","105,486164","99,826389","103,719344","107,713744","107,171766","98,858493","100,967434","102,076591","95,427595","111,749003","95,335482","92,152324","100,089049","96,761806","102,166486","103,801602","104,655164","103,195654","92,868964","107,521182","95,676091",Normal
22/12/2015 04:30:25 PM,"100,554613","102,181618","100,919248","98,057396","98,408812","93,827440","100,582893","101,997347","99,315052","103,473346","107,388601","107,990554","102,456370","105,308924","108,086793","93,758486","95,125578","101,495917","101,401456","100,450417","106,875895","99,956052","98,239475","93,388643","108,490048","99,496329","101,714976","99,348032","99,308637","98,972312","101,160069","99,091388","98,344510","92,959554","106,682740","97,381332","103,115600","95,809042","89,759273","96,944870","100,890264","100,141032","101,840136","88,298578","97,633052","108,262267","102,754961","104,645357","104,266621","101,070563","95,550149",Normal
22/12/2015 04:30:26 PM,"94,245032","100,190017","109,002556","100,952119","96,094218","94,840169","105,357580","101,552364","94,290291","97,817426","101,227493","101,083598","94,362045","104,026199","98,285029","100,470882","101,677107","98,746062","101,462421","100,843613","109,367882","98,681505","94,678111","93,847620","100,840507","101,512852","103,254658","104,523820","96,047357","98,782289","105,223486","95,292217","101,099957","105,081784","100,537710","102,530806","103,674226","100,940311","94,792553","95,803121","109,361623","99,375061","89,579897","101,848237","103,482430","97,491785","99,267252","104,903661","92,603132","103,143582","95,847286",Normal
22/12/2015 04:30:27 PM,"101,878490","100,600157","106,194732","102,246094","98,700999","97,798704","92,467330","94,363681","100,299526","105,358402","98,724064","92,915882","112,242935","99,817763","96,137457","103,701667","97,556115","99,336591","98,187988","101,150904","95,532905","100,521432","109,512149","102,071334","96,385262","100,065024","106,909747","104,697347","101,615477","98,086219","88,055130","92,385501","101,182477","108,977852","101,597311","105,208326","105,758802","98,153176","107,015604","101,395171","98,298748","89,534778","106,592711","95,531876","104,412868","97,942460","97,979920","95,404432","93,394409","89,030393","96,195838",Normal
22/12/2015 04:30:28 PM,"96,996807","103,067590","101,048297","97,450967","107,992691","106,440379","90,172221","94,215293","91,874394","101,476124","91,476890","101,825845","92,981919","97,065145","103,698796","98,927487","108,368719","98,389693","98,840610","100,395369","99,585808","97,276519","93,302539","94,462875","105,522773","99,783634","103,735311","99,559749","97,797324","92,620731","100,492425","112,668554","98,369272","100,147329","93,661616","106,199172","107,401548","98,073851","98,522834","95,035818","105,341733","94,813318","99,506450","102,995505","99,200460","93,271763","99,867037","94,648926","109,891115","100,629886","101,995264",Normal
22/12/2015 04:30:29 PM,"98,541531","94,886037","97,541819","100,172205","104,010642","100,072545","97,064424","101,612523","100,414559","96,602775","99,584332","101,224487","104,746316","101,659820","107,426083","102,755633","107,331559","102,355402","95,199947","101,723047","97,750668","106,452555","99,389702","100,520027","102,473358","97,407990","104,579978","99,732272","96,551169","95,627257","92,112955","99,757337","96,320370","92,736494","94,025151","97,938968","93,125172","90,062823","101,370645","94,634749","99,294316","94,416349","97,478598","97,488419","102,724107","102,605151","97,218588","111,982006","97,760571","105,434174","90,200087",Normal
22/12/2015 04:30:30 PM,"96,991467","98,713117","104,035613","87,558363","104,311118","93,819321","91,830385","93,179470","97,925419","99,939880","104,117116","96,983516","102,156419","102,550494","105,588162","95,201338","103,165333","100,408224","104,230225","110,958852","97,898805","100,739844","91,365819","110,214724","91,140201","92,126353","98,052907","101,338418","107,363614","105,918885","99,871057","109,116915","97,374083","104,143263","91,513519","97,439868","102,023812","102,072920","98,630250","92,815507","108,997935","92,101367","102,340032","110,109065","104,723532","96,776242","96,495349","96,509611","103,288304","106,234250","96,491234",Normal
22/12/2015 04:30:31 PM,"109,261391","91,657080","95,132269","96,708758","92,918865","106,271692","97,875843","97,340611","107,509765","98,802221","104,728167","102,867794","94,129288","97,137070","102,509260","91,681550","94,105019","101,972720","91,292542","112,806489","105,929541","95,604916","107,997851","98,262062","97,371698","94,407245","107,491558","106,834503","102,737651","105,181141","103,569101","105,824684","103,495926","105,269290","99,194660","97,898028","102,196297","94,588804","102,808327","96,127132","91,772661","96,375727","96,394406","108,966008","100,939101","101,727640","99,606034","101,893267","105,624158","105,725512","99,499350",Normal
22/12/2015 04:30:32 PM,"99,932514","101,996116","102,381789","102,267544","94,244231","103,655003","102,512498","102,504587","107,056784","102,445892","102,521825","91,661674","99,378495","100,831694","105,434317","102,785148","96,638906","99,912413","104,855442","96,803919","93,440192","104,587311","102,006412","95,192778","101,395487","103,592399","103,478434","105,337831","103,218195","102,889759","108,695701","98,394173","103,912084","99,303959","105,305177","90,339815","99,630268","94,416602","100,353563","96,250561","100,324781","102,543852","101,041060","88,483146","112,695202","105,827366","95,608082","108,157325","103,871068","101,517058","105,743123",Normal
22/12/2015 04:30:33 PM,"94,711445","103,235980","102,527351","95,088530","85,804607","102,692175","95,546256","95,088379","103,926728","94,101116","97,293505","104,952834","99,606236","106,181025","91,417512","108,720051","106,278388","91,979395","92,981508","88,408785","102,332348","93,679062","100,684865","101,910036","89,202167","98,470903","100,630329","103,466934","98,042007","102,447513","95,309166","100,904823","94,311028","94,046383","98,083927","93,985938","95,858277","92,223583","99,657040","93,583689","92,605727","96,834088","99,173004","102,956054","99,314307","96,578008","95,915373","97,782470","100,747864","102,069676","98,770365",Normal
22/12/2015 04:30:34 PM,"104,112725","97,584068","105,301050","100,294921","95,953096","103,578671","92,865867","108,026780","98,366931","99,853241","90,115892","95,609391","106,527914","110,349739","97,390847","95,019775","97,184669","100,156842","104,813036","102,977477","103,641191","106,422472","107,371565","93,871041","100,425350","96,679951","105,505372","94,606654","99,070108","104,523780","97,371476","100,759579","98,695053","104,909360","101,738479","99,827235","107,223149","94,719753","103,068892","98,748581","96,495616","105,742446","103,555051","96,283509","108,279281","97,628586","104,774370","98,199388","99,813680","96,636394","99,233383",Normal
22/12/2015 04:30:35 PM,"93,895782","107,869934","113,798300","102,234363","104,783516","111,971810","100,346686","106,119682","109,926902","101,976536","97,523925","95,075269","96,433445","104,271847","95,444150","106,110971","105,610709","100,317690","98,230912","100,931262","99,289244","104,955297","100,737112","108,599923","100,789897","92,971359","112,939152","98,625833","98,757117","94,396026","99,522335","109,221003","96,235391","96,155956","104,894169","101,896359","97,056997","102,502399","97,671610","88,170094","96,465906","98,186202","98,930269","103,234433","105,726956","105,072563","93,101605","104,632320","102,688032","104,225092","99,560266",Normal
22/12/2015 04:30:36 PM,"101,044318","93,871172","101,962080","98,287254","102,584733","110,925474","104,312717","92,142900","92,234824","100,165117","98,478276","99,430876","98,690275","109,313798","106,123194","100,217117","102,373020","101,212980","93,840657","105,305209","104,465339","106,948876","101,097857","107,018098","94,082541","91,401764","94,155377","98,888567","101,686195","100,164642","95,127344","104,149168","103,999762","101,986734","91,879497","102,455865","89,037156","102,255866","101,860389","102,458829","98,665218","101,631091","94,849899","93,281267","90,700523","103,537114","94,801112","101,064369","98,876687","96,663031","90,881562",Normal
22/12/2015 04:30:37 PM,"90,201649","92,678126","97,455182","100,852319","98,892434","96,566423","91,525133","95,338144","92,982207","106,734706","98,435355","102,164865","88,319652","96,853129","98,082610","93,321542","100,258589","97,031354","102,896493","101,424429","100,738259","99,208768","100,658626","99,179142","101,353224","96,483966","95,981337","107,092425","103,209017","94,398664","104,892799","95,963636","97,643985","107,790832","109,227827","96,097528","100,100361","103,318555","99,126392","97,216030","94,058543","102,487398","101,811709","107,206169","107,464867","103,007418","106,366369","102,475562","103,474435","103,404471","103,295466",Normal
22/12/2015 04:30:38 PM,"93,359070","101,122259","99,872128","95,186337","99,888499","108,119425","104,101162","88,571114","99,581085","103,870114","103,092782","100,819620","108,673814","103,509411","104,227033","94,342473","96,485836","94,022651","104,643838","100,293020","106,085650","97,519430","102,818172","95,513534","100,037319","104,440264","113,426527","98,805678","99,848743","94,485428","99,649527","101,758094","111,004619","91,706010","105,786602","97,544449","98,810682","94,865096","99,462869","97,951082","99,641302","107,669400","98,646927","105,153461","105,369725","98,043066","98,039304","99,597867","98,705205","100,207565","103,087108",Normal
22/12/2015 04:30:39 PM,"100,984306","105,235492","91,154620","98,966944","96,555572","101,915841","104,086531","96,087043","111,270191","99,962596","109,928382","96,286704","94,647659","106,692598","102,679285","100,078924","99,528781","103,123033","97,809607","105,644533","92,388973","100,420109","97,537793","97,871151","94,043529","97,214649","102,133474","106,267214","96,036775","101,840325","100,609785","104,021572","101,089487","104,538820","102,569464","98,652481","109,288486","101,073908","95,907013","102,934375","102,302333","96,419450","90,895014","92,931239","100,570730","92,819652","106,880130","97,368169","99,272319","100,074708","104,072481",Normal
22/12/2015 04:30:40 PM,"103,692333","108,419638","96,526434","103,051081","101,023794","102,495479","104,770426","103,831942","98,988305","101,083445","100,617646","97,469554","101,634554","95,518333","95,688465","97,977689","100,948240","98,631967","103,603053","106,343903","98,256124","99,577816","98,928563","98,521672","104,597803","102,002428","100,954348","97,146507","103,802852","104,733752","103,100866","94,123405","105,909982","98,967090","104,620473","98,094371","102,448470","96,923082","98,920222","101,858720","92,340484","102,211798","100,988281","99,093447","101,844367","96,440831","94,163174","98,335294","109,408801","105,006209","112,529240",Normal
22/12/2015 04:30:41 PM,"100,856841","97,705579","97,953588","100,784865","103,829391","91,538646","106,092401","97,930525","99,083774","101,478328","98,916341","94,334788","99,492961","97,572049","97,065209","93,435435","105,162694","100,856220","88,574578","93,067200","99,640934","96,736319","104,051673","101,917836","104,189269","96,984701","99,423071","97,545580","100,167019","99,030754","99,641442","102,470747","94,926946","99,096734","104,855382","103,440089","98,473686","104,773648","97,293787","96,850470","96,825338","95,266866","97,312781","100,811980","102,463955","94,952597","100,368911","105,969880","97,598049","102,806035","93,507392",Normal
22/12/2015 04:30:42 PM,"99,421759","105,393404","97,379558","97,067344","91,920566","99,148071","111,010070","102,303986","92,790448","102,016498","98,703891","98,876600","99,509995","108,689524","106,469088","91,529804","95,571322","98,592700","93,397019","95,916969","86,638963","97,231883","101,386865","105,198162","98,551315","103,194333","106,042180","102,407271","92,795818","108,245002","95,912304","106,727445","100,058611","102,571582","101,463199","93,459129","99,015725","102,130070","105,649601","102,258954","112,704961","108,610478","101,728783","103,596591","106,876543","102,907732","103,859136","98,521906","100,096207","101,412987","92,559867",Normal
22/12/2015 04:30:43 PM,"98,494482","99,807458","100,761774","101,121082","101,498238","95,935882","98,219540","92,388328","104,729648","90,871710","100,621924","105,375106","104,049310","95,124506","96,122587","95,766403","98,685916","99,969691","106,462045","99,472035","94,570236","98,168136","99,428780","94,817437","99,007093","98,241246","113,056237","107,840734","89,323526","101,058922","99,684899","95,712637","103,080865","96,143080","107,141390","94,253522","98,957982","96,717408","91,579642","107,744473","101,646186","94,801555","95,724737","99,940259","97,934617","101,422608","95,470142","102,143618","102,152814","97,511366","103,529337",Normal
22/12/2015 04:30:44 PM,"92,607390","99,136864","95,887900","103,573049","104,662174","104,140294","100,547858","103,989876","104,765881","98,492369","95,858531","99,978685","108,356312","93,294350","100,624338","100,969045","100,224116","97,753573","98,881654","100,492188","95,932004","94,149982","92,997388","105,054548","103,631320","93,840579","96,674057","98,941114","101,489486","96,116072","95,719093","96,403407","94,833499","94,124904","97,736698","98,507824","111,085667","105,202878","104,446299","94,939082","90,911294","101,918381","93,968082","103,931861","107,930012","97,006915","108,371664","95,155998","102,473967","108,011566","98,312554",Normal
22/12/2015 04:30:45 PM,"96,400779","104,418300","105,605153","89,750294","97,924499","105,355403","97,917808","97,224454","103,945376","92,577805","100,600993","104,297071","101,257468","107,639908","96,087294","99,967996","103,313392","95,159582","90,688933","98,870084","104,741030","103,389816","107,490251","103,088428","98,996684","98,655235","99,515616","87,186161","95,852631","94,566357","100,539904","105,802363","100,101714","91,079026","102,309056","93,171981","103,377419","102,536722","91,278712","103,768874","92,997671","107,797302","105,900621","99,646170","94,579706","97,860622","98,048251","110,201396","101,464312","101,664817","95,071859",Normal
22/12/2015 04:30:46 PM,"97,696806","103,261614","100,001035","105,795370","103,503503","89,627568","100,009884","100,060848","96,853897","106,391405","102,254062","107,277007","103,275390","105,983816","98,430239","97,493810","95,457678","102,368658","96,505669","102,171036","96,465783","99,738514","96,692729","97,461053","90,345459","109,170002","98,246364","92,179083","102,155311","105,090657","104,984689","98,228818","105,259295","106,158814","106,608214","90,497649","92,964199","93,064986","102,686078","94,434471","101,129521","94,017392","104,215740","103,058861","91,199333","102,378248","102,545450","101,594374","93,748049","103,736937","98,587188",Normal
22/12/2015 04:30:47 PM,"105,285611","92,118039","99,953498","98,318726","114,073272","99,889826","107,664367","99,535627","96,466466","99,695752","101,048430","97,059907","101,644458","102,160601","99,769190","101,009436","93,417151","96,984400","95,382998","104,980524","95,909605","98,458108","104,936186","94,566441","102,434683","108,949422","103,664325","101,489808","96,121908","100,642296","94,125109","95,089958","98,362750","98,141639","86,544001","92,532614","98,777800","91,642389","95,811349","105,877130","100,503330","102,975486","99,967102","93,160674","102,967429","98,403344","96,609727","101,698060","100,810217","100,404736","96,908282",Normal
22/12/2015 04:30:48 PM,"101,718091","107,382702","98,360526","102,127450","99,478286","105,609308","93,274928","93,642257","93,534389","99,033295","102,287710","99,067134","105,087657","99,771446","96,085667","105,200134","103,369826","100,819757","99,170191","108,613549","104,087429","94,448229","100,878768","100,581164","95,933703","102,432667","106,111967","92,626020","100,665929","103,380237","92,338145","104,411365","95,741237","102,849702","102,189817","98,786427","99,881838","93,261571","102,831611","96,440365","97,062786","95,036100","102,188835","99,870042","106,295131","97,094266","107,458069","104,631394","101,214145","96,531338","108,623885",Normal
